DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia ID,Drugs.com Link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB07957,METHYL(2-ACETOXY-2-(2-CARBOXY-4-AMINO-PHENYL))ACETATE,,SmallMoleculeDrug,,,446501,99444428,,,ICU,,,,"",,,,,,393836,,
DB07958,(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID,,SmallMoleculeDrug,,,447739,99444429,,,IDA,,,,"",,,,,,394751,,
DB07959,3-(1H-BENZIMIDAZOL-2-YL)-1H-INDAZOLE,,SmallMoleculeDrug,,,5327123,99444430,,,IDZ,,,,"",,,,,,10806321,16590,
DB07960,"5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID",,SmallMoleculeDrug,,,46937111,99444431,,,IEM,,,,"",,,,,,25057966,,
DB07961,"1-(4-CYANO-PHENYL)-3-[2-(2,6-DICHLORO-PHENYL)-1-IMINO-ETHYL]-THIOUREA",,SmallMoleculeDrug,,,5496892,99444432,,,IET,,,,"",,,,,,4587908,,
DB07962,"METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE",,SmallMoleculeDrug,,,25150855,99444433,,,IFA,,,,"",,,,,,25057967,,
DB07963,"N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE",,SmallMoleculeDrug,,,25150856,99444434,,,IFB,,,,"",,,,,,25057445,,
DB07964,"(3S)-4-{[4-(BUT-2-YNYLOXY)PHENYL]SULFONYL}-N-HYDROXY-2,2-DIMETHYLTHIOMORPHOLINE-3-CARBOXAMIDE",,SmallMoleculeDrug,,,5288615,99444435,,,IH6,,,,"",,,,,,4450742,23498,
DB07965,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,"",SmallMoleculeDrug,,,5288616,99444436,,,IHE,,,,"",,,,,,4450743,19746,
DB07966,[4-({4-[(5-cyclopropyl-1H-pyrazol-3-yl)amino]quinazolin-2-yl}amino)phenyl]acetonitrile,,SmallMoleculeDrug,,,16040294,99444437,,,IHH,,,,"",,,,,,10748004,,
DB07967,9-CYCLOPENTYL-6-[2-(3-IMIDAZOL-1-YL-PROPOXY)-PHENYLAMINO]-9H-PURINE-2-CARBONITRILE,,SmallMoleculeDrug,,,11464526,99444438,,,IHI,,,,"",,,,,,9639366,50156086,
DB07968,N-(2-CHLORO-4-FLUOROBENZOYL)-N'-(5-HYDROXY-2-METHOXYPHENYL)UREA,,SmallMoleculeDrug,,,9547901,99444439,,,IHU,,,,"",,,,,,7826839,50174389,
DB07969,3-[3-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)quinoxalin-5-yl]phenol,,SmallMoleculeDrug,,,25113181,99444440,,,IHX,,,,"",,,,,,24692249,50265838,
DB07970,5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide,,SmallMoleculeDrug,,,24875320,99444441,91325,,IHZ,,,,"",,,,,,24620458,50297825,
DB07971,"5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE",,SmallMoleculeDrug,,,1202104,99444442,,,II2,,,,"",,,,,,1013690,92569,
DB07972,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,,SmallMoleculeDrug,,,1510981,99444443,,,II4,,,,"",,,,,,1243856,92570,
DB07973,N-(1-ISOPROPYLPIPERIDIN-4-YL)-1-(3-METHOXYBENZYL)-1H-INDOLE-2-CARBOXAMIDE,,SmallMoleculeDrug,,,6540267,99444444,,,IID,,,,"",,,,,,5022666,12398,
DB07974,1-{2-[(4-CHLOROPHENYL)AMINO]-2-OXOETHYL}-N-(1-ISOPROPYLPIPERIDIN-4-YL)-1H-INDOLE-2-CARBOXAMIDE,,SmallMoleculeDrug,,,6540268,99444445,,,IIE,,,,"",,,,,,5022667,12400,
DB07975,"2-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENT-1-ENE-1-CARBOXYLIC ACID",,SmallMoleculeDrug,,,10342449,99444446,,,ILB,,,,"",,,,,,8517908,15343,
DB07976,3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,,SmallMoleculeDrug,,,15942657,99444447,,,ILC,,,,"",,,,,,13085326,16114,
DB07977,"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",,SmallMoleculeDrug,,,15942658,99444448,,,ILF,,,,"",,,,,,13085327,15341,
DB07978,"2-({[2,3,5,6-TETRAFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)CYCLOPENTA-1,3-DIENE-1-CARBOXYLIC ACID",,SmallMoleculeDrug,,,46937112,99444449,,,ILH,,,,"",,,,,,22377414,,
DB07979,"(2E)-3-(3,4-DIHYDROXYPHENYL)-2-IMINOPROPANOIC ACID",,SmallMoleculeDrug,,,46937113,99444450,,,IM3,,,,"",,,,,,,,
DB07981,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1R)-1-(hydroxymethyl)propyl]acetamide,,SmallMoleculeDrug,,,16741227,99444452,,,IM8,,,,"",,,,,,20572534,22572,
DB07982,2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol,,SmallMoleculeDrug,,,11270500,99444453,,,IM9,,,,"",,,,,,9445509,50263070,
DB07983,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,,SmallMoleculeDrug,,,447835,99444454,,,IMM,,,,"",,,,,,394813,50308511,
DB07984,2-[1-(4-chlorobenzoyl)-5-methoxy-2-methyl-1H-indol-3-yl]-n-[(1S)-1-(hydroxymethyl)propyl]acetamide,,SmallMoleculeDrug,,,16741228,99444455,,,IMS,,,,"",,,,,,20572535,22573,
DB07985,+/-METHYL 4-(AMINOIMINOMETHYL)-BETA-[3- INH (AMINOIMINO)PHENYL]BENZENE PENTANOATE,,SmallMoleculeDrug,,,444406,99444456,,,IN4,,,,"",,,,,,392347,,
DB07986,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,,SmallMoleculeDrug,,,1948,99444457,,,IN7,,,,"",,,,,,1872,,
DB07987,"[2-(5-MERCAPTO-[1,3,4]THIADIAZOL-2-YLCARBAMOYL)-1-PHENYL-ETHYL]-CARBAMIC ACID BENZYL ESTER",,SmallMoleculeDrug,,,4369082,99444458,,,IN8,,,,"",,,,,,3571805,,
DB07988,"2-[3-(5-MERCAPTO-[1,3,4]THIADIAZOL-2YL)-UREIDO]-N-METHYL-3-PENTAFLUOROPHENYL-PROPIONAMIDE",,SmallMoleculeDrug,,,4369080,99444459,,,IN9,,,,"",,,,,,3571804,50076341,
DB07989,2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER,,SmallMoleculeDrug,,,5288636,99444460,,,INC,,,,"",,,,,,4450759,,
DB07990,"(RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE",,SmallMoleculeDrug,,,46937114,99444461,,,INK,,,,"",,,,,,25057839,,
DB07991,N-[(1R)-3-(4-HYDROXYPHENYL)-1-METHYLPROPYL]-2-(2-PHENYL-1H-INDOL-3-YL)ACETAMIDE,,SmallMoleculeDrug,,,16750040,99444462,,,IOK,,,,"",,,,,,20581160,50204815,
DB07992,3-SULFOOXY-1H-INDOLE,,SmallMoleculeDrug,,,10258,99444463,43355,,IOS,,,,"",,,,,,9840,50420185,
DB07993,"N~3~-[3-(1H-INDOL-6-YL)BENZYL]PYRIDINE-2,3-DIAMINE",,SmallMoleculeDrug,,,11507920,99444464,,,IP6,,,,"",,,,,,9682717,15785,
DB07994,"N~3~-[5-(1H-INDOL-6-YL)-2-(PYRIDIN-2-YLMETHOXY)BENZYL]PYRIDINE-2,3-DIAMINE",,SmallMoleculeDrug,,,11633167,99444465,,,IP7,,,,"",,,,,,9807912,15787,
DB07995,N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE,,SmallMoleculeDrug,,,449241,99444466,47495,,IQB,,,,"",,,,,,395827,15211,
DB07996,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,84477-87-2,SmallMoleculeDrug,,,3542,99444467,43385,,IQP,,,,"",,,,,,3421,50216682,
DB07997,N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE,,SmallMoleculeDrug,,,3540,99444468,43561,,IQS,,,,"",,,,,,3419,15210,
DB07999,"{4-[(CARBOXYMETHOXY)CARBONYL]-3,3-DIOXIDO-1-OXONAPHTHO[1,2-D]ISOTHIAZOL-2(1H)-YL}ACETIC ACID",,SmallMoleculeDrug,,,11494891,99444470,,,ITA,,,,"",,,,,,9669697,16242,
DB08000,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",,SmallMoleculeDrug,,,11660035,99444471,,,ITB,,,,"",,,,,,9834770,16240,
DB08001,5-(3-{3-[3-HYDROXY-2-(METHOXYCARBONYL)PHENOXY]PROPENYL}PHENYL)-4-(HYDROXYMETHYL)ISOXAZOLE-3-CARBOXYLIC ACID,,SmallMoleculeDrug,,,449162,99444472,,,IX1,,,,"",,,,,,395769,13997,
DB08003,ISOTHIAZOLIDINONE ANALOG,,SmallMoleculeDrug,,,9547915,99444474,,,IZD,,,,"",,,,,,7826852,13465,
DB08004,"(2S)-2-{[3-(3-aminophenyl)imidazo[1,2-b]pyridazin-6-yl]amino}-3-methylbutan-1-ol",,SmallMoleculeDrug,,,46937115,99444475,,,IZZ,,,,"",,,,,,25059149,,
DB08005,4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,,SmallMoleculeDrug,,,16129582,99444476,,,J07,,,,"",,,,,,17286398,50211424,
DB08006,"N-anthracen-2-yl-5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,SmallMoleculeDrug,,,24882195,99444477,,,J4Z,,,,"",,,,,,24697180,24413,
DB08007,(2R)-3-{[(BENZYLAMINO)CARBONYL]AMINO}-2-HYDROXYPROPANOIC ACID,,SmallMoleculeDrug,,,24820112,99444478,,,J54,,,,"",,,,,,25057879,,
DB08008,"5-methyl-N-[4-(trifluoromethyl)phenyl][1,2,4]triazolo[1,5-a]pyrimidin-7-amine",,SmallMoleculeDrug,,,25263414,99444479,,,J5Z,,,,"",,,,,,24608639,28817,
DB08009,"5-[(E)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-[2-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE",,SmallMoleculeDrug,,,5329103,99444480,132084,,J60,,,,"",,,,,,4486265,4815,
DB08010,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime",,SmallMoleculeDrug,,,45268539,99444481,,,J67,,,,"",,,,,,24626128,,
DB08011,"(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime",,SmallMoleculeDrug,,,46937116,99444482,,,J72,,,,"",,,,,,26327024,,
DB08012,(METHYLPYRIDAZINE PIPERIDINE ETHYLOXYPHENYL)ETHYLACETATE,,SmallMoleculeDrug,,,71345,99444483,,,J77,,,,"",,,,,,64446,50087765,
DB08013,(METHYLPYRIDAZINE PIPERIDINE PROPYLOXYPHENYL)ETHYLACETATE,,SmallMoleculeDrug,,,130188,99444484,,,J78,,,,"",,,,,,115206,,
DB08014,(METHYLPYRIDAZINE PIPERIDINE BUTYLOXYPHENYL)ETHYLACETATE,,SmallMoleculeDrug,,,449026,99444485,,,J80,,,,"",,,,,,395660,,
DB08015,"(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime",,SmallMoleculeDrug,,,45270264,99444486,,,J88,,,,"",,,,,,24617117,,
DB08016,"4-(6-CHLORO-2,4-DIOXO-1,2,3,4-TETRAHYDROPYRIMIDIN-5-YL) BUTYL PHOSPHATE",,SmallMoleculeDrug,,,11987823,99444487,,,JCL,,,,"",,,,,,10160296,,
DB08017,3-METHOXY-6-[4-(3-METHYLPHENYL)-1-PIPERAZINYL]PYRIDAZINE,,SmallMoleculeDrug,,,127504,99444488,,,JEN,,,,"",,,,,,113127,,
DB08018,"N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE",,SmallMoleculeDrug,,,24798097,99444489,,,JI3,,,,"",,,,,,24697467,29234,
DB08019,"N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine",,SmallMoleculeDrug,,,25021186,99444490,,,JI7,,,,"",,,,,,24721145,29235,
DB08020,"(3AS,4R,9BR)-4-(4-HYDROXYPHENYL)-6-(METHOXYMETHYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",,SmallMoleculeDrug,,,9927355,99444491,,,JJ3,,,,"",,,,,,8102988,19987,
DB08021,5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide,,SmallMoleculeDrug,,,44224261,99444492,,,JK3,,,,"",,,,,,25059019,32460,
DB08022,"(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile",,SmallMoleculeDrug,,,46937117,99444493,,,JN5,,,,"",,,,,,25059152,,
DB08023,"N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine",,SmallMoleculeDrug,,,24801862,99444494,78508,,JNF,,,,"",,,,,,22377450,50271563,
DB08024,1-[2-(S)-AMINO-3-BIPHENYL-4-YL-PROPIONYL]-PYRROLIDINE-2-(S)-CARBONITRILE,,SmallMoleculeDrug,,,5459374,99444495,43666,,JNH,,,,"",,,,,,4573165,,
DB08025,"N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE",,SmallMoleculeDrug,,,10364826,99444496,,,JNK,,,,"",,,,,,24681915,50178847,
DB08026,"2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide",,SmallMoleculeDrug,,,24801863,99444497,,,JNO,,,,"",,,,,,22377451,50271524,
DB08027,1-(3-chloro-4-methylphenyl)-3-{2-[({5-[(dimethylamino)methyl]-2-furyl}methyl)thio]ethyl}urea,,SmallMoleculeDrug,,,5082818,99444498,,,JPR,,,,"",,,,,,4259139,,
DB08028,"BUT-3-ENYL-[5-(4-CHLORO-PHENYL)-3,6-DIHYDRO-[1,3,4]THIADIAZIN-2-YLIDENE]-AMINE",,SmallMoleculeDrug,,,4636204,99444499,,,JST,,,,"",,,,,,3826370,,
DB08029,N~2~-(biphenyl-4-ylsulfonyl)-N-hydroxy-N~2~-(2-hydroxyethyl)glycinamide,,SmallMoleculeDrug,,,24178109,99444500,,,JT5,,,,"",,,,,,22377453,50332952,
DB08030,3-[(4'-cyanobiphenyl-4-yl)oxy]-N-hydroxypropanamide,,SmallMoleculeDrug,,,10039403,99444501,,,JT6,,,,"",,,,,,8214967,50096645,
DB08031,"N-[(13-CYCLOHEXYL-6,7-DIHYDROINDOLO[1,2-D][1,4]BENZOXAZEPIN-10-YL)CARBONYL]-2-METHYL-L-ALANINE",,SmallMoleculeDrug,,,11987832,99444502,,,JTP,,,,"",,,,,,10160305,50199050,
DB08032,"N,N-DIETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",,SmallMoleculeDrug,,,1190625,99444503,,,K01,,,,"",,,,,,1006268,24152,
DB08033,"(5R)-N,N-DIETHYL-5-METHYL-2-[(THIOPHEN-2-YLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",,SmallMoleculeDrug,,,16122638,99444504,,,K02,,,,"",,,,,,17279551,,
DB08034,"(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE",,SmallMoleculeDrug,,,9562794,99444505,,,K05,,,,"",,,,,,7838983,33953,
DB08035,"1-TERT-BUTYL-3-(2,5-DIMETHYLBENZYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-AMINE",,SmallMoleculeDrug,,,11522441,99444506,,,K10,,,,"",,,,,,9697228,,
DB08036,"6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one",,SmallMoleculeDrug,,,3815,99444507,,,K2C,,,,"",,,,,,3683,2581,
DB08037,"(2S)-4-(2,5-difluorophenyl)-N-[(3R,4S)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-N-methyl-2-phenyl-2,5-dihydro-1H-pyrrole-1-carboxamide",,SmallMoleculeDrug,,,11655511,99444508,,,K30,,,,"",,,,,,9830249,50252149,
DB08038,"L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide",,SmallMoleculeDrug,,,46937118,99444509,,,K7I,,,,"",,,,,,25058906,,
DB08039,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",,SmallMoleculeDrug,,,5312137,99444510,,,K88,,,,"",,,,,,4471568,50307127,
DB08040,N-[(2R)-2-benzyl-4-(hydroxyamino)-4-oxobutanoyl]-L-alanine,,SmallMoleculeDrug,,,123982,99444511,,,KEL,,,,"",,,,,,110501,92500,
DB08041,3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID,,SmallMoleculeDrug,,,10958449,99444512,,,KI2,,,,"",,,,,,9133666,,
DB08042,"N~4~-methyl-N~4~-(3-methyl-1H-indazol-6-yl)-N~2~-(3,4,5-trimethoxyphenyl)pyrimidine-2,4-diamine",,SmallMoleculeDrug,,,24941243,99444513,,,KIM,,,,"",,,,,,25061012,,
DB08043,1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA,,SmallMoleculeDrug,,,15942672,99444514,,,KIN,,,,"",,,,,,13085341,,
DB08044,"(1S,6R)-3-{[3-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[4,3-A]PYRAZIN-7(8H)-YL]CARBONYL}-6-(2,4,5-TRIFLUOROPHENYL)CYCLOHEX-3-EN-1-AMINE",,SmallMoleculeDrug,,,11974440,99444515,,,KIQ,,,,"",,,,,,10147795,,
DB08045,"4-{4-[4-(3-AMINOPROPOXY)PHENYL]-1H-PYRAZOL-5-YL}-6-CHLOROBENZENE-1,3-DIOL",,SmallMoleculeDrug,,,5327092,99444516,,,KJ2,,,,"",,,,,,20136265,,
DB08046,2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide,,SmallMoleculeDrug,,,688424,99444517,,,KLT,,,,"",,,,,,599888,,
DB08047,"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol",,SmallMoleculeDrug,,,46870043,99444518,,,KN1,,,,"",,,,,,23281343,50157493,
DB08048,"4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL",,SmallMoleculeDrug,,,14086997,99444519,,,KN2,,,,"",,,,,,10546314,50157486,
DB08049,"7,8-dihydroxy-4-phenyl-2H-chromen-2-one",,SmallMoleculeDrug,,,5413034,99444520,,,KOM,,,,"",,,,,,4550515,,
DB08050,5-phenyl-2-keto-valeric acid,,SmallMoleculeDrug,,,13294447,99444521,,,KPV,,,,"",,,,,,11384294,,
DB08051,"(2R)-4-(2-BENZOYL-1,2-DIAZEPAN-1-YL)-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",,SmallMoleculeDrug,,,16739331,99444522,,,KR2,,,,"",,,,,,20570732,50256266,
DB08052,"1-cyclopentyl-3-(1H-pyrrolo[2,3-b]pyridin-5-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",,SmallMoleculeDrug,,,24905142,99444523,50915,,KS1,,,,"",,,,,,21865813,50313645,
DB08053,"1-cyclobutyl-3-(3,4-dimethoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine",,SmallMoleculeDrug,,,24905153,99444524,,,KS4,,,,"",,,,,,24605308,36408,
DB08054,"1-(1-methylethyl)-3-quinolin-6-yl-1H-pyrazolo[3,4-d]pyrimidin-4-amine",,SmallMoleculeDrug,,,24905152,99444525,,,KS5,,,,"",,,,,,24605261,36407,
DB08055,"N-(2-chlorophenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",,SmallMoleculeDrug,,,44563262,99444526,,,KSF,,,,"",,,,,,23332732,50246553,
DB08056,"N-(2,6-dimethylphenyl)-5-phenylimidazo[1,5-a]pyrazin-8-amine",,SmallMoleculeDrug,,,44422489,99444527,,,KSL,,,,"",,,,,,23282585,50198370,
DB08057,"N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine",,SmallMoleculeDrug,,,46937119,99444528,,,KSM,,,,"",,,,,,25061091,,
DB08058,"4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one",,SmallMoleculeDrug,,,11291932,99444529,,,KU8,,,,"",,,,,,9466918,27533,
DB08059,"(1S,6BR,9AS,11R,11BR)-9A,11B-DIMETHYL-1-[(METHYLOXY)METHYL]-3,6,9-TRIOXO-1,6,6B,7,8,9,9A,10,11,11B-DECAHYDRO-3H-FURO[4,3,2-DE]INDENO[4,5-H][2]BENZOPYRAN-11-YL ACETATE",,SmallMoleculeDrug,C15181,,312145,99444530,52289,,KWT,,,,"",,,,,,276037,15234,
DB08060,4-(2-AMINOPHENYL)-4-OXOBUTANOIC ACID,,SmallMoleculeDrug,,,6420149,99444531,,,KY1,,,,"",,,,,,4925708,,
DB08061,4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE,,SmallMoleculeDrug,,,449126,99444532,,,L02,,,,"",,,,,,395743,50059237,
DB08062,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",,SmallMoleculeDrug,,,449127,99444533,,,L03,,,,"",,,,,,395744,,
DB08063,"1-BENZYL-3-(4-METHOXYPHENYLAMINO)-4-PHENYLPYRROLE-2,5-DIONE",,SmallMoleculeDrug,,,5288679,99444534,,,L05,,,,"",,,,,,4450790,20156,
DB08064,N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,,SmallMoleculeDrug,,,5326866,99444535,,,L09,,,,"",,,,,,4484159,13345,
DB08065,2-(1H-pyrazol-3-yl)-1H-benzimidazole,,SmallMoleculeDrug,,,5403336,99444536,,,L0D,,,,"",,,,,,11410858,24637,
DB08066,N-[3-(1H-BENZIMIDAZOL-2-YL)-1H-PYRAZOL-4-YL]BENZAMIDE,"",SmallMoleculeDrug,,,25138278,99444537,,,L0F,,,,"",,,,,,24720248,27078,
DB08067,4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM,,SmallMoleculeDrug,,,25138280,99444538,,,L0I,,,,"",,,,,,25060922,,
DB08068,N-[4-CHLORO-3-(PYRIDIN-3-YLOXYMETHYL)-PHENYL]-3-FLUORO-,,SmallMoleculeDrug,,,46937120,99444539,,,L11,,,,"",,,,,,25060923,,
DB08069,"4-AMINO-5-(2-METHYLPHENYL)-2,4-DIHYDRO-3H-1,2,4-TRIAZOLE-3-THIONE",,SmallMoleculeDrug,,,2405215,99444540,,,L13,,,,"",,,,,,1796123,,
DB08070,2-[4-(3-METHYL-1H-PYRAZOL-4-YL)PHENYL]ETHANAMINE,,SmallMoleculeDrug,,,16122634,99444541,,,L15,,,,"",,,,,,17279547,16213,
DB08071,"(2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine",,SmallMoleculeDrug,,,46937121,99444542,,,L18,,,,"",,,,,,25058145,,
DB08072,"4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE",,SmallMoleculeDrug,,,23653530,99444543,,,L1R,,,,"",,,,,,22377488,50231519,
DB08073,(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,,SmallMoleculeDrug,,,10172943,99444544,91351,,L20,,,,"",,,,,,8348448,15131,
DB08074,3-(3-methylbut-2-en-1-yl)-3H-purin-6-amine,,SmallMoleculeDrug,C08435,,45070,99444545,9658,,L21,,,,"",,,,,,41001,32651,
DB08075,"4-(2-amino-1,3-thiazol-4-yl)pyrimidin-2-amine",,SmallMoleculeDrug,,,13582275,99444546,,,L22,,,,"",,,,,,10536522,32646,
DB08076,"4-[1-(2,6-dichlorobenzyl)-2-methyl-1H-imidazol-4-yl]pyrimidin-2-amine",,SmallMoleculeDrug,,,2766552,99444547,,,L23,,,,"",,,,,,2047177,32647,
DB08077,"2-[4-({[(3,5-DICHLOROPHENYL)AMINO]CARBONYL}AMINO)PHENOXY]-2-METHYLPROPANOIC ACID",,SmallMoleculeDrug,,,195347,99444548,,,L35,,,,"",,,,,,169401,,
DB08078,{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid,,SmallMoleculeDrug,,,6603901,99444549,94812,,L41,,,,"",,,,,,5036209,50085041,
DB08080,LATRUNCULIN B,,SmallMoleculeDrug,,,6436219,99444551,49703,,LAB,,,,"",,,,,,10192733,,
DB08081,3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE,,SmallMoleculeDrug,C11841,,127293,99444552,,,LAE,,,,"",,,,,,112971,50351511,
DB08082,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE,,SmallMoleculeDrug,,,233979,99444553,,,LAZ,,,,"",,,,,,204046,,
