microRNA,disease,disease_id
hsa-mir-132,non-alcoholic fatty liver disease ,613282
hsa-mir-151,non-alcoholic fatty liver disease ,613282
hsa-mir-154,non-alcoholic fatty liver disease ,613282
hsa-mir-16-1,non-alcoholic fatty liver disease ,613282
hsa-mir-17,non-alcoholic fatty liver disease ,613282
hsa-mir-187,non-alcoholic fatty liver disease ,613282
hsa-mir-22,non-alcoholic fatty liver disease ,613282
hsa-mir-29c,non-alcoholic fatty liver disease ,613282
hsa-mir-30c,non-alcoholic fatty liver disease ,613282
hsa-mir-30d,non-alcoholic fatty liver disease ,613282
hsa-mir-31,non-alcoholic fatty liver disease ,613282
hsa-mir-33,non-alcoholic fatty liver disease ,613282
hsa-mir-34a,non-alcoholic fatty liver disease ,613282
hsa-mir-95,non-alcoholic fatty liver disease ,613282
hsa-let-7a,lung cancer,211980
hsa-let-7c,lung cancer,211980
hsa-mir-1,lung cancer,211980
hsa-mir-100,lung cancer,211980
hsa-mir-101,lung cancer,211980
hsa-mir-106a,lung cancer,211980
hsa-mir-107,lung cancer,211980
hsa-mir-10a,lung cancer,211980
hsa-mir-10b,lung cancer,211980
hsa-mir-1238,lung cancer,211980
hsa-mir-124,lung cancer,211980
hsa-mir-1246,lung cancer,211980
hsa-mir-125a,lung cancer,211980
hsa-mir-125a,lung cancer,211980
hsa-mir-125b,lung cancer,211980
hsa-mir-126,lung cancer,211980
hsa-mir-126*,lung cancer,211980
hsa-mir-1260b,lung cancer,211980
hsa-mir-1271,lung cancer,211980
hsa-mir-1280,lung cancer,211980
hsa-mir-129,lung cancer,211980
hsa-mir-1290,lung cancer,211980
hsa-mir-1304,lung cancer,211980
hsa-mir-132,lung cancer,211980
hsa-mir-133a,lung cancer,211980
hsa-mir-133b,lung cancer,211980
hsa-mir-134,lung cancer,211980
hsa-mir-135a,lung cancer,211980
hsa-mir-136,lung cancer,211980
hsa-mir-137,lung cancer,211980
hsa-mir-138,lung cancer,211980
hsa-mir-139,lung cancer,211980
hsa-mir-139,lung cancer,211980
hsa-mir-140,lung cancer,211980
hsa-mir-140,lung cancer,211980
hsa-mir-141,lung cancer,211980
hsa-mir-142,lung cancer,211980
hsa-mir-143,lung cancer,211980
hsa-mir-145,lung cancer,211980
hsa-mir-146a,lung cancer,211980
hsa-mir-146a,lung cancer,211980
hsa-mir-146b,lung cancer,211980
hsa-mir-147,lung cancer,211980
hsa-mir-148a,lung cancer,211980
hsa-mir-148b,lung cancer,211980
hsa-mir-149,lung cancer,211980
hsa-mir-150,lung cancer,211980
hsa-mir-152,lung cancer,211980
hsa-mir-153,lung cancer,211980
hsa-mir-154,lung cancer,211980
hsa-mir-155,lung cancer,211980
hsa-mir-15a,lung cancer,211980
hsa-mir-15b,lung cancer,211980
hsa-mir-16,lung cancer,211980
hsa-mir-16,lung cancer,211980
hsa-mir-17,lung cancer,211980
hsa-mir-181a-1,lung cancer,211980
hsa-mir-181a-2,lung cancer,211980
hsa-mir-181a,lung cancer,211980
hsa-mir-181b,lung cancer,211980
hsa-mir-181b-1,lung cancer,211980
hsa-mir-181b-2,lung cancer,211980
hsa-mir-181c,lung cancer,211980
hsa-mir-181d,lung cancer,211980
hsa-mir-182,lung cancer,211980
hsa-mir-183,lung cancer,211980
hsa-mir-184,lung cancer,211980
hsa-mir-185,lung cancer,211980
hsa-mir-186,lung cancer,211980
hsa-mir-187,lung cancer,211980
hsa-mir-18a,lung cancer,211980
hsa-mir-1908,lung cancer,211980
hsa-mir-193a,lung cancer,211980
hsa-mir-193a,lung cancer,211980
hsa-mir-193b,lung cancer,211980
hsa-mir-194,lung cancer,211980
hsa-mir-195,lung cancer,211980
hsa-mir-196a,lung cancer,211980
hsa-mir-1976,lung cancer,211980
hsa-mir-199a,lung cancer,211980
hsa-mir-19a,lung cancer,211980
hsa-mir-200a,lung cancer,211980
hsa-mir-200b,lung cancer,211980
hsa-mir-200c,lung cancer,211980
hsa-mir-203,lung cancer,211980
hsa-mir-204,lung cancer,211980
hsa-mir-205,lung cancer,211980
hsa-mir-205,lung cancer,211980
hsa-mir-205,lung cancer,211980
hsa-mir-206,lung cancer,211980
hsa-mir-20a,lung cancer,211980
hsa-mir-21,lung cancer,211980
hsa-mir-210,lung cancer,211980
hsa-mir-211,lung cancer,211980
hsa-mir-212,lung cancer,211980
hsa-mir-215,lung cancer,211980
hsa-mir-218,lung cancer,211980
hsa-mir-22,lung cancer,211980
hsa-mir-221,lung cancer,211980
hsa-mir-222,lung cancer,211980
hsa-mir-224,lung cancer,211980
hsa-mir-23a,lung cancer,211980
hsa-mir-24,lung cancer,211980
hsa-mir-25,lung cancer,211980
hsa-mir-26b,lung cancer,211980
hsa-mir-27a,lung cancer,211980
hsa-mir-27b,lung cancer,211980
hsa-mir-29a,lung cancer,211980
hsa-mir-29b,lung cancer,211980
hsa-mir-29c,lung cancer,211980
hsa-mir-301a,lung cancer,211980
hsa-mir-30a,lung cancer,211980
hsa-mir-30b,lung cancer,211980
hsa-mir-30c,lung cancer,211980
hsa-mir-30d,lung cancer,211980
hsa-mir-30d,lung cancer,211980
hsa-mir-30e,lung cancer,211980
hsa-mir-31,lung cancer,211980
hsa-mir-32,lung cancer,211980
hsa-mir-320,lung cancer,211980
hsa-mir-320a,lung cancer,211980
hsa-mir-328,lung cancer,211980
hsa-mir-328,lung cancer,211980
hsa-mir-329,lung cancer,211980
hsa-mir-330,lung cancer,211980
hsa-mir-335,lung cancer,211980
hsa-mir-338,lung cancer,211980
hsa-mir-339,lung cancer,211980
hsa-mir-340,lung cancer,211980
hsa-mir-342,lung cancer,211980
hsa-mir-345,lung cancer,211980
hsa-mir-34a,lung cancer,211980
hsa-mir-34b,lung cancer,211980
hsa-mir-34c,lung cancer,211980
hsa-mir-361,lung cancer,211980
hsa-mir-365,lung cancer,211980
hsa-mir-370,lung cancer,211980
hsa-mir-373,lung cancer,211980
hsa-mir-375,lung cancer,211980
hsa-mir-376c,lung cancer,211980
hsa-mir-377,lung cancer,211980
hsa-mir-383,lung cancer,211980
hsa-mir-410,lung cancer,211980
hsa-mir-424,lung cancer,211980
hsa-mir-429,lung cancer,211980
hsa-mir-449a,lung cancer,211980
hsa-mir-4500,lung cancer,211980
hsa-mir-451,lung cancer,211980
hsa-mir-452,lung cancer,211980
hsa-mir-454,lung cancer,211980
hsa-mir-455,lung cancer,211980
hsa-mir-4782,lung cancer,211980
hsa-mir-486,lung cancer,211980
hsa-mir-491,lung cancer,211980
hsa-mir-494,lung cancer,211980
hsa-mir-497,lung cancer,211980
hsa-mir-498,lung cancer,211980
hsa-mir-499,lung cancer,211980
hsa-mir-503,lung cancer,211980
hsa-mir-509,lung cancer,211980
hsa-mir-512,lung cancer,211980
hsa-mir-512,lung cancer,211980
hsa-mir-520a,lung cancer,211980
hsa-mir-526b,lung cancer,211980
hsa-mir-541,lung cancer,211980
hsa-mir-585,lung cancer,211980
hsa-mir-590,lung cancer,211980
hsa-mir-625*,lung cancer,211980
hsa-mir-630,lung cancer,211980
hsa-mir-635,lung cancer,211980
hsa-mir-652,lung cancer,211980
hsa-mir-663a,lung cancer,211980
hsa-mir-675,lung cancer,211980
hsa-mir-7,lung cancer,211980
hsa-mir-761,lung cancer,211980
hsa-mir-9,lung cancer,211980
hsa-mir-92a,lung cancer,211980
hsa-mir-92b,lung cancer,211980
hsa-mir-93,lung cancer,211980
hsa-mir-944,lung cancer,211980
hsa-mir-95,lung cancer,211980
hsa-mir-96,lung cancer,211980
hsa-mir-98,lung cancer,211980
hsa-mir-99a,lung cancer,211980
hsa-let-7g,lung cancer,211980
hsa-mir-372,lung cancer,211980
hsa-mir-107,lung cancer,211980
hsa-mir-21,lung cancer,211980
hsa-mir-15a,lung cancer,211980
hsa-mir-16,lung cancer,211980
hsa-mir-185,lung cancer,211980
hsa-mir-125b,lung cancer,211980
hsa-mir-126,lung cancer,211980
hsa-mir-100,lung cancer,211980
hsa-mir-9,lung cancer,211980
hsa-let-7a,lung cancer,211980
hsa-let-7b,lung cancer,211980
hsa-let-7d,lung cancer,211980
hsa-mir-221,lung cancer,211980
hsa-mir-137,lung cancer,211980
hsa-mir-205,lung cancer,211980
hsa-mir-96,lung cancer,211980
hsa-mir-34a,lung cancer,211980
hsa-mir-34b,lung cancer,211980
hsa-mir-34c,lung cancer,211980
hsa-mir-222,lung cancer,211980
hsa-mir-182*,lung cancer,211980
hsa-mir-15b,lung cancer,211980
hsa-mir-143,Obesity,601665
hsa-let-7d,oral cancer,607224
hsa-mir-10b,oral cancer,607224
hsa-mir-141,oral cancer,607224
hsa-mir-196a-1,oral cancer,607224
hsa-mir-196a-2,oral cancer,607224
hsa-mir-196b,oral cancer,607224
hsa-mir-200a,oral cancer,607224
hsa-mir-200b,oral cancer,607224
hsa-mir-200c,oral cancer,607224
hsa-mir-21,oral cancer,607224
hsa-mir-218,oral cancer,607224
hsa-mir-223,oral cancer,607224
hsa-mir-340,oral cancer,607224
hsa-mir-34a,oral cancer,607224
hsa-mir-375,oral cancer,607224
hsa-mir-429,oral cancer,607224
hsa-mir-494,oral cancer,607224
hsa-mir-31,oral cancer,607224
hsa-mir-375,oral cancer,607224
hsa-mir-181b,oral cancer,607224
hsa-mir-21,oral cancer,607224
hsa-mir-345,oral cancer,607224
hsa-let-7a,oral cancer,607224
hsa-let-7d,oral cancer,607224
hsa-let-7f,oral cancer,607224
hsa-mir-100,oral cancer,607224
hsa-mir-124,oral cancer,607224
hsa-mir-1250,oral cancer,607224
hsa-mir-125b,oral cancer,607224
hsa-mir-126,oral cancer,607224
hsa-mir-1271,oral cancer,607224
hsa-mir-136,oral cancer,607224
hsa-mir-138,oral cancer,607224
hsa-mir-142,oral cancer,607224
hsa-mir-143,oral cancer,607224
hsa-mir-144,oral cancer,607224
hsa-mir-145,oral cancer,607224
hsa-mir-146a,oral cancer,607224
hsa-mir-146b,oral cancer,607224
hsa-mir-147,oral cancer,607224
hsa-mir-148a,oral cancer,607224
hsa-mir-155,oral cancer,607224
hsa-mir-16,oral cancer,607224
hsa-mir-181a,oral cancer,607224
hsa-mir-181b,oral cancer,607224
hsa-mir-187,oral cancer,607224
hsa-mir-187*,oral cancer,607224
hsa-mir-188,oral cancer,607224
hsa-mir-196a-1,oral cancer,607224
hsa-mir-196a-2,oral cancer,607224
hsa-mir-196b,oral cancer,607224
hsa-mir-203,oral cancer,607224
hsa-mir-206,oral cancer,607224
hsa-mir-20a,oral cancer,607224
hsa-mir-21,oral cancer,607224
hsa-mir-216a,oral cancer,607224
hsa-mir-220a,oral cancer,607224
hsa-mir-221,oral cancer,607224
hsa-mir-222,oral cancer,607224
hsa-mir-223,oral cancer,607224
hsa-mir-23b,oral cancer,607224
hsa-mir-24,oral cancer,607224
hsa-mir-26a,oral cancer,607224
hsa-mir-26b,oral cancer,607224
hsa-mir-27a,oral cancer,607224
hsa-mir-27b,oral cancer,607224
hsa-mir-29a,oral cancer,607224
hsa-mir-29b,oral cancer,607224
hsa-mir-31,oral cancer,607224
hsa-mir-32,oral cancer,607224
hsa-mir-323,oral cancer,607224
hsa-mir-329,oral cancer,607224
hsa-mir-338,oral cancer,607224
hsa-mir-345,oral cancer,607224
hsa-mir-34a,oral cancer,607224
hsa-mir-370,oral cancer,607224
hsa-mir-372,oral cancer,607224
hsa-mir-373,oral cancer,607224
hsa-mir-410,oral cancer,607224
hsa-mir-429,oral cancer,607224
hsa-mir-433,oral cancer,607224
hsa-mir-483,oral cancer,607224
hsa-mir-497,oral cancer,607224
hsa-mir-499a,oral cancer,607224
hsa-mir-503,oral cancer,607224
hsa-mir-506,oral cancer,607224
hsa-mir-632,oral cancer,607224
hsa-mir-646,oral cancer,607224
hsa-mir-668,oral cancer,607224
hsa-mir-877,oral cancer,607224
hsa-mir-9,oral cancer,607224
hsa-mir-92b,oral cancer,607224
hsa-mir-98,oral cancer,607224
hsa-mir-99b,oral cancer,607224
hsa-let-7g,oral cancer,607224
hsa-mir-30d,oral cancer,607224
hsa-mir-146a,oral cancer,607224
hsa-let-7d,oral cancer,607224
hsa-let-7e,oral cancer,607224
hsa-mir-133b,oral cancer,607224
hsa-mir-368,oral cancer,607224
hsa-mir-370,oral cancer,607224
hsa-mir-371,oral cancer,607224
hsa-mir-372,oral cancer,607224
hsa-mir-10a,oral cancer,607224
hsa-mir-184,oral cancer,607224
hsa-mir-302c*,oral cancer,607224
hsa-mir-30e,oral cancer,607224
hsa-mir-31,oral cancer,607224
hsa-mir-155,oral cancer,607224
hsa-mir-16,oral cancer,607224
hsa-mir-373*,oral cancer,607224
hsa-mir-374,oral cancer,607224
hsa-mir-193a,oral cancer,607224
hsa-mir-221,oral cancer,607224
hsa-mir-26a,oral cancer,607224
hsa-mir-29a,oral cancer,607224
hsa-mir-338,oral cancer,607224
hsa-mir-143,oral cancer,607224
hsa-mir-145,oral cancer,607224
hsa-mir-200b,oral cancer,607224
hsa-mir-200c,oral cancer,607224
hsa-mir-203,oral cancer,607224
hsa-mir-26b,oral cancer,607224
hsa-mir-124a,oral cancer,607224
hsa-mir-125b,oral cancer,607224
hsa-mir-148b,oral cancer,607224
hsa-mir-199a,oral cancer,607224
hsa-mir-21,oral cancer,607224
hsa-mir-148a,oral cancer,607224
hsa-mir-126,oral cancer,607224
hsa-mir-9*,oral cancer,607224
hsa-mir-9-1,oral cancer,607224
hsa-mir-9-2,oral cancer,607224
hsa-mir-100,oral cancer,607224
hsa-mir-140,oral cancer,607224
hsa-mir-27a,oral cancer,607224
hsa-mir-27b,oral cancer,607224
hsa-mir-296,oral cancer,607224
hsa-mir-330,oral cancer,607224
hsa-mir-331,oral cancer,607224
hsa-mir-181a*,oral cancer,607224
hsa-mir-139,oral cancer,607224
hsa-mir-9-3,oral cancer,607224
hsa-mir-95,oral cancer,607224
hsa-mir-128a,oral cancer,607224
hsa-mir-337,oral cancer,607224
hsa-mir-340,oral cancer,607224
hsa-mir-342,oral cancer,607224
hsa-mir-137,oral cancer,607224
hsa-mir-138-1,oral cancer,607224
hsa-mir-138-2,oral cancer,607224
hsa-mir-197,oral cancer,607224
hsa-mir-223,oral cancer,607224
hsa-mir-215,oral cancer,607224
hsa-mir-96,oral cancer,607224
hsa-mir-204,oral cancer,607224
hsa-let-7a-1,oral cancer,607224
hsa-let-7a-2,oral cancer,607224
hsa-let-7a-3,oral cancer,607224
hsa-mir-224,oral cancer,607224
hsa-mir-34a,oral cancer,607224
hsa-mir-34b,oral cancer,607224
hsa-mir-199a-1,oral cancer,607224
hsa-mir-302a,oral cancer,607224
hsa-mir-302b,oral cancer,607224
hsa-mir-199a-2,oral cancer,607224
hsa-mir-199b,oral cancer,607224
hsa-mir-107,oral cancer,607224
hsa-mir-23a,oral cancer,607224
hsa-mir-23b,oral cancer,607224
hsa-mir-34c,oral cancer,607224
hsa-mir-367,oral cancer,607224
hsa-mir-122a,oral cancer,607224
hsa-mir-132,oral cancer,607224
hsa-let-7a,osteosarcoma,165660
hsa-mir-1,osteosarcoma,165660
hsa-mir-100,osteosarcoma,165660
hsa-mir-101,osteosarcoma,165660
hsa-mir-10b,osteosarcoma,165660
hsa-mir-122,osteosarcoma,165660
hsa-mir-124,osteosarcoma,165660
hsa-mir-125b,osteosarcoma,165660
hsa-mir-126,osteosarcoma,165660
hsa-mir-127,osteosarcoma,165660
hsa-mir-128,osteosarcoma,165660
hsa-mir-130a,osteosarcoma,165660
hsa-mir-130b,osteosarcoma,165660
hsa-mir-132,osteosarcoma,165660
hsa-mir-133a,osteosarcoma,165660
hsa-mir-133b,osteosarcoma,165660
hsa-mir-134,osteosarcoma,165660
hsa-mir-137,osteosarcoma,165660
hsa-mir-138,osteosarcoma,165660
hsa-mir-141,osteosarcoma,165660
hsa-mir-142,osteosarcoma,165660
hsa-mir-142,osteosarcoma,165660
hsa-mir-143,osteosarcoma,165660
hsa-mir-144,osteosarcoma,165660
hsa-mir-145,osteosarcoma,165660
hsa-mir-146b,osteosarcoma,165660
hsa-mir-148a,osteosarcoma,165660
hsa-mir-150,osteosarcoma,165660
hsa-mir-151,osteosarcoma,165660
hsa-mir-152,osteosarcoma,165660
hsa-mir-153,osteosarcoma,165660
hsa-mir-154,osteosarcoma,165660
hsa-mir-15a,osteosarcoma,165660
hsa-mir-16,osteosarcoma,165660
hsa-mir-17,osteosarcoma,165660
hsa-mir-181a,osteosarcoma,165660
hsa-mir-181b,osteosarcoma,165660
hsa-mir-181c,osteosarcoma,165660
hsa-mir-182,osteosarcoma,165660
hsa-mir-183,osteosarcoma,165660
hsa-mir-18a,osteosarcoma,165660
hsa-mir-1908,osteosarcoma,165660
hsa-mir-191,osteosarcoma,165660
hsa-mir-194,osteosarcoma,165660
hsa-mir-195,osteosarcoma,165660
hsa-mir-195,osteosarcoma,165660
hsa-mir-198,osteosarcoma,165660
hsa-mir-199a,osteosarcoma,165660
hsa-mir-199b,osteosarcoma,165660
hsa-mir-19a,osteosarcoma,165660
hsa-mir-19b,osteosarcoma,165660
hsa-mir-200b,osteosarcoma,165660
hsa-mir-202,osteosarcoma,165660
hsa-mir-203,osteosarcoma,165660
hsa-mir-204,osteosarcoma,165660
hsa-mir-205,osteosarcoma,165660
hsa-mir-20a,osteosarcoma,165660
hsa-mir-21,osteosarcoma,165660
hsa-mir-210,osteosarcoma,165660
hsa-mir-212,osteosarcoma,165660
hsa-mir-214,osteosarcoma,165660
hsa-mir-217,osteosarcoma,165660
hsa-mir-218,osteosarcoma,165660
hsa-mir-22,osteosarcoma,165660
hsa-mir-221,osteosarcoma,165660
hsa-mir-223,osteosarcoma,165660
hsa-mir-224,osteosarcoma,165660
hsa-mir-23a,osteosarcoma,165660
hsa-mir-24,osteosarcoma,165660
hsa-mir-26a,osteosarcoma,165660
hsa-mir-26b,osteosarcoma,165660
hsa-mir-27a,osteosarcoma,165660
hsa-mir-29b,osteosarcoma,165660
hsa-mir-300,osteosarcoma,165660
hsa-mir-32,osteosarcoma,165660
hsa-mir-320,osteosarcoma,165660
hsa-mir-320a,osteosarcoma,165660
hsa-mir-326,osteosarcoma,165660
hsa-mir-329,osteosarcoma,165660
hsa-mir-335,osteosarcoma,165660
hsa-mir-33a,osteosarcoma,165660
hsa-mir-33b,osteosarcoma,165660
hsa-mir-340,osteosarcoma,165660
hsa-mir-34a,osteosarcoma,165660
hsa-mir-34b,osteosarcoma,165660
hsa-mir-34c,osteosarcoma,165660
hsa-mir-363,osteosarcoma,165660
hsa-mir-367,osteosarcoma,165660
hsa-mir-370,osteosarcoma,165660
hsa-mir-374a,osteosarcoma,165660
hsa-mir-375,osteosarcoma,165660
hsa-mir-376c,osteosarcoma,165660
hsa-mir-379,osteosarcoma,165660
hsa-mir-382,osteosarcoma,165660
hsa-mir-3928,osteosarcoma,165660
hsa-mir-409,osteosarcoma,165660
hsa-mir-421,osteosarcoma,165660
hsa-mir-422a,osteosarcoma,165660
hsa-mir-424,osteosarcoma,165660
hsa-mir-429,osteosarcoma,165660
hsa-mir-449a,osteosarcoma,165660
hsa-mir-451,osteosarcoma,165660
hsa-mir-452,osteosarcoma,165660
hsa-mir-454,osteosarcoma,165660
hsa-mir-488,osteosarcoma,165660
hsa-mir-489,osteosarcoma,165660
hsa-mir-490,osteosarcoma,165660
hsa-mir-497,osteosarcoma,165660
hsa-mir-503,osteosarcoma,165660
hsa-mir-506,osteosarcoma,165660
hsa-mir-513a,osteosarcoma,165660
hsa-mir-519d,osteosarcoma,165660
hsa-mir-539,osteosarcoma,165660
hsa-mir-542,osteosarcoma,165660
hsa-mir-543,osteosarcoma,165660
hsa-mir-586,osteosarcoma,165660
hsa-mir-603,osteosarcoma,165660
hsa-mir-646,osteosarcoma,165660
hsa-mir-664,osteosarcoma,165660
hsa-mir-665,osteosarcoma,165660
hsa-mir-802,osteosarcoma,165660
hsa-mir-874,osteosarcoma,165660
hsa-mir-9,osteosarcoma,165660
hsa-mir-92a,osteosarcoma,165660
hsa-mir-92b,osteosarcoma,165660
hsa-mir-93,osteosarcoma,165660
hsa-mir-99a,osteosarcoma,165660
mir-17,osteosarcoma,165660
mir-18a,osteosarcoma,165660
mir-19a,osteosarcoma,165660
mir-19b,osteosarcoma,165660
mir-20a,osteosarcoma,165660
mir-92a,osteosarcoma,165660
hsa-mir-140,osteosarcoma,165660
hsa-let-7i,ovarian cancer,604370
hsa-mir-100,ovarian cancer,604370
hsa-mir-101,ovarian cancer,604370
hsa-mir-106a,ovarian cancer,604370
hsa-mir-1181,ovarian cancer,604370
hsa-mir-1207,ovarian cancer,604370
hsa-mir-124,ovarian cancer,604370
hsa-mir-125a,ovarian cancer,604370
hsa-mir-125b,ovarian cancer,604370
hsa-mir-126,ovarian cancer,604370
hsa-mir-1271,ovarian cancer,604370
hsa-mir-129,ovarian cancer,604370
hsa-mir-130b,ovarian cancer,604370
hsa-mir-132,ovarian cancer,604370
hsa-mir-133a,ovarian cancer,604370
hsa-mir-137,ovarian cancer,604370
hsa-mir-138,ovarian cancer,604370
hsa-mir-140,ovarian cancer,604370
hsa-mir-141,ovarian cancer,604370
hsa-mir-144,ovarian cancer,604370
hsa-mir-145,ovarian cancer,604370
hsa-mir-148a,ovarian cancer,604370
hsa-mir-148b,ovarian cancer,604370
hsa-mir-152,ovarian cancer,604370
hsa-mir-153,ovarian cancer,604370
hsa-mir-155,ovarian cancer,604370
hsa-mir-17,ovarian cancer,604370
hsa-mir-17,ovarian cancer,604370
hsa-mir-181b,ovarian cancer,604370
hsa-mir-181c,ovarian cancer,604370
hsa-mir-182,ovarian cancer,604370
hsa-mir-193b,ovarian cancer,604370
hsa-mir-194,ovarian cancer,604370
hsa-mir-199a,ovarian cancer,604370
hsa-mir-200a,ovarian cancer,604370
hsa-mir-200b,ovarian cancer,604370
hsa-mir-200c,ovarian cancer,604370
hsa-mir-203,ovarian cancer,604370
hsa-mir-205,ovarian cancer,604370
hsa-mir-20a,ovarian cancer,604370
hsa-mir-21,ovarian cancer,604370
hsa-mir-210,ovarian cancer,604370
hsa-mir-212,ovarian cancer,604370
hsa-mir-214,ovarian cancer,604370
hsa-mir-221,ovarian cancer,604370
hsa-mir-224,ovarian cancer,604370
hsa-mir-224,ovarian cancer,604370
hsa-mir-23b,ovarian cancer,604370
hsa-mir-25,ovarian cancer,604370
hsa-mir-26a,ovarian cancer,604370
hsa-mir-27a,ovarian cancer,604370
hsa-mir-27b,ovarian cancer,604370
hsa-mir-29b,ovarian cancer,604370
hsa-mir-335,ovarian cancer,604370
hsa-mir-339,ovarian cancer,604370
hsa-mir-346,ovarian cancer,604370
hsa-mir-34a,ovarian cancer,604370
hsa-mir-34b,ovarian cancer,604370
hsa-mir-34c,ovarian cancer,604370
hsa-mir-378,ovarian cancer,604370
hsa-mir-382,ovarian cancer,604370
hsa-mir-409,ovarian cancer,604370
hsa-mir-411,ovarian cancer,604370
hsa-mir-424,ovarian cancer,604370
hsa-mir-429,ovarian cancer,604370
hsa-mir-432,ovarian cancer,604370
hsa-mir-433,ovarian cancer,604370
hsa-mir-448,ovarian cancer,604370
hsa-mir-449a,ovarian cancer,604370
hsa-mir-494,ovarian cancer,604370
hsa-mir-497,ovarian cancer,604370
hsa-mir-498,ovarian cancer,604370
hsa-mir-503,ovarian cancer,604370
hsa-mir-509,ovarian cancer,604370
hsa-mir-519d,ovarian cancer,604370
hsa-mir-548c,ovarian cancer,604370
hsa-mir-551b,ovarian cancer,604370
hsa-mir-572,ovarian cancer,604370
hsa-mir-595,ovarian cancer,604370
hsa-mir-613,ovarian cancer,604370
hsa-mir-630,ovarian cancer,604370
hsa-mir-655,ovarian cancer,604370
hsa-mir-661,ovarian cancer,604370
hsa-mir-760,ovarian cancer,604370
hsa-mir-9,ovarian cancer,604370
hsa-mir-92a,ovarian cancer,604370
hsa-mir-96,ovarian cancer,604370
hsa-mir-98,ovarian cancer,604370
hsa-let-7g,ovarian cancer ,604370
hsa-mir-635,ovarian cancer ,604370
hsa-let-7d,ovarian cancer ,604370
hsa-let-7e,ovarian cancer ,604370
hsa-mir-134,ovarian cancer ,604370
hsa-mir-21,ovarian cancer ,604370
hsa-mir-141,ovarian cancer ,604370
hsa-mir-200a,ovarian cancer ,604370
hsa-mir-200b,ovarian cancer ,604370
hsa-mir-200c,ovarian cancer ,604370
hsa-mir-429,ovarian cancer ,604370
hsa-mir-125a,ovarian cancer ,604370
hsa-mir-422a,ovarian cancer ,604370
hsa-mir-637,ovarian cancer ,604370
hsa-mir-648,ovarian cancer ,604370
hsa-mir-657,ovarian cancer ,604370
hsa-mir-662,ovarian cancer ,604370
hsa-mir-663,ovarian cancer ,604370
hsa-mir-10b,ovarian cancer ,604370
hsa-mir-30e,ovarian cancer ,604370
hsa-mir-30a,ovarian cancer ,604370
hsa-mir-373*,ovarian cancer ,604370
hsa-mir-195,ovarian cancer ,604370
hsa-mir-9,ovarian cancer ,604370
hsa-mir-100,ovarian cancer ,604370
hsa-mir-146b,ovarian cancer ,604370
hsa-mir-424,ovarian cancer ,604370
hsa-mir-142,ovarian cancer ,604370
hsa-mir-296,ovarian cancer ,604370
hsa-let-7i,ovarian cancer ,604370
hsa-mir-142,ovarian cancer ,604370
hsa-mir-155,ovarian cancer ,604370
hsa-mir-29a,ovarian cancer ,604370
hsa-mir-487b,ovarian cancer ,604370
hsa-mir-494,ovarian cancer ,604370
hsa-mir-129,ovarian cancer ,604370
hsa-mir-335,ovarian cancer ,604370
hsa-mir-346,ovarian cancer ,604370
hsa-let-7a,ovarian cancer ,604370
hsa-mir-206,ovarian cancer ,604370
hsa-mir-214,ovarian cancer ,604370
hsa-mir-146a,ovarian cancer ,604370
hsa-mir-498,ovarian cancer ,604370
hsa-mir-508,ovarian cancer ,604370
hsa-mir-515,ovarian cancer ,604370
hsa-mir-516,ovarian cancer ,604370
hsa-mir-99a,ovarian cancer ,604370
hsa-mir-381,ovarian cancer ,604370
hsa-mir-199a,ovarian cancer ,604370
hsa-mir-199a*,ovarian cancer ,604370
hsa-mir-190,ovarian cancer ,604370
hsa-mir-34b,ovarian cancer ,604370
hsa-mir-221,ovarian cancer ,604370
hsa-mir-518b,ovarian cancer ,604370
hsa-mir-29c,ovarian cancer ,604370
hsa-mir-519a,ovarian cancer ,604370
hsa-mir-524*,ovarian cancer ,604370
hsa-mir-525*,ovarian cancer ,604370
hsa-mir-542,ovarian cancer ,604370
hsa-mir-551a,ovarian cancer ,604370
hsa-mir-572,ovarian cancer ,604370
hsa-mir-594,ovarian cancer ,604370
hsa-mir-605,ovarian cancer ,604370
hsa-mir-608,ovarian cancer ,604370
hsa-mir-611,ovarian cancer ,604370
hsa-mir-622,ovarian cancer ,604370
hsa-mir-627,ovarian cancer ,604370
hsa-mir-106b,ovarian cancer ,604370
hsa-mir-183,ovarian cancer ,604370
hsa-mir-34c,ovarian cancer ,604370
hsa-mir-361,ovarian cancer ,604370
hsa-let-7f,ovarian cancer ,604370
hsa-let-7c,ovarian cancer ,604370
hsa-mir-100,ovarian cancer ,604370
hsa-mir-101,ovarian cancer ,604370
hsa-mir-148b,ovarian cancer ,604370
hsa-mir-182,ovarian cancer ,604370
hsa-mir-196a,ovarian cancer ,604370
hsa-mir-30a,ovarian cancer ,604370
hsa-mir-34b,ovarian cancer ,604370
hsa-mir-34c,ovarian cancer ,604370
hsa-mir-532,ovarian cancer ,604370
hsa-mir-761,ovarian cancer ,604370
hsa-mir-93,ovarian cancer ,604370
hsa-mir-145,pancreatic cancer,260350
hsa-mir-203,pancreatic cancer,260350
hsa-mir-21,pancreatic cancer,260350
hsa-mir-221,pancreatic cancer,260350
hsa-mir-301a,pancreatic cancer,260350
hsa-mir-101,pancreatic cancer,260350
hsa-mir-10a,pancreatic cancer,260350
hsa-mir-10b,pancreatic cancer,260350
hsa-mir-1181,pancreatic cancer,260350
